node_id,temperature,humidity,timestamp
2,33.3,30.0,2025-06-18 01:24:08
2,33.3,30.0,2025-06-18 01:24:12
2,33.3,30.0,2025-06-18 01:24:17
2,gAAAAABoUiGeqwXskSaMh1F3tWQhvcgZ7Efke1iTcsgbVYjEes0IobyrH5Rk8aVBfDU_mpLJm10q3qtFhV3pnykBMp_Y7GM78A==,2025-06-18 03:17:00
